Date,Open,High,Low,Close,Change (Pips),Change (%)
"Oct 27, 2020 0:00",1.30223,1.30795,1.30007,1.3047,24.7,0.0019
"Oct 26, 2020 0:00",1.30559,1.30751,1.29926,1.30236,-32.3,-0.25%
"Oct 23, 2020 0:00",1.30787,1.31226,1.30188,1.30447,-34,-0.26%
"Oct 22, 2020 0:00",1.31415,1.31517,1.30705,1.30824,-59.1,-0.45%
"Oct 21, 2020 0:00",1.29477,1.31768,1.29356,1.31466,198.9,0.0151
"Oct 20, 2020 0:00",1.2952,1.29796,1.29105,1.29474,-4.6,-0.04%
"Oct 19, 2020 0:00",1.28902,1.30246,1.28902,1.29491,58.9,0.0045
"Oct 16, 2020 0:00",1.29159,1.2962,1.28614,1.29072,-8.7,-0.07%
"Oct 15, 2020 0:00",1.30116,1.30301,1.28903,1.29036,-108,-0.84%
"Oct 14, 2020 0:00",1.29328,1.3064,1.28626,1.30112,78.4,0.006
"Oct 13, 2020 0:00",1.30651,1.30679,1.29215,1.29345,-130.6,-1.01%
"Oct 12, 2020 0:00",1.30229,1.30826,1.30053,1.30652,42.3,0.0032
"Oct 09, 2020 0:00",1.29343,1.30489,1.29176,1.30489,114.6,0.0088
"Oct 08, 2020 0:00",1.29156,1.29702,1.28912,1.29343,18.7,0.0014
"Oct 07, 2020 0:00",1.28893,1.29296,1.28451,1.29185,29.2,0.0023
"Oct 06, 2020 0:00",1.29753,1.30073,1.28663,1.2874,-101.3,-0.79%
"Oct 05, 2020 0:00",1.29305,1.29915,1.28996,1.29822,51.7,0.004
"Oct 02, 2020 0:00",1.28914,1.29539,1.28367,1.29368,45.4,0.0035
"Oct 01, 2020 0:00",1.29177,1.29787,1.28194,1.2887,-30.7,-0.24%
"Sep 30, 2020 0:00",1.28597,1.29425,1.28052,1.29232,63.5,0.0049
"Sep 29, 2020 0:00",1.2832,1.2903,1.28226,1.28543,22.3,0.0017
"Sep 28, 2020 0:00",1.27265,1.29297,1.27265,1.28315,105,0.0082
"Sep 25, 2020 0:00",1.27529,1.28055,1.26874,1.27425,-10.4,-0.08%
"Sep 24, 2020 0:00",1.2721,1.27809,1.26904,1.2744,23,0.0018
"Sep 23, 2020 0:00",1.27296,1.27768,1.26747,1.27257,-3.9,-0.03%
"Sep 22, 2020 0:00",1.28156,1.28668,1.27106,1.27362,-79.4,-0.62%
"Sep 21, 2020 0:00",1.29339,1.29666,1.27756,1.2816,-117.9,-0.92%
"Sep 18, 2020 0:00",1.29711,1.29994,1.29143,1.29226,-48.5,-0.38%
"Sep 17, 2020 0:00",1.29685,1.29989,1.28646,1.2973,4.5,0.0003
"Sep 16, 2020 0:00",1.28888,1.30074,1.2875,1.29674,78.6,0.0061
"Sep 15, 2020 0:00",1.28234,1.29261,1.28145,1.28886,65.2,0.0051
"Sep 14, 2020 0:00",1.27656,1.29192,1.27646,1.28455,79.9,0.0062
"Sep 11, 2020 0:00",1.28049,1.28657,1.27624,1.27973,-7.6,-0.06%
"Sep 10, 2020 0:00",1.29848,1.30351,1.27732,1.2806,-178.8,-1.40%
"Sep 09, 2020 0:00",1.29809,1.30234,1.28852,1.29993,18.4,0.0014
"Sep 08, 2020 0:00",1.31424,1.31718,1.29797,1.29808,-161.6,-1.24%
"Sep 07, 2020 0:00",1.32389,1.32694,1.31401,1.31626,-76.3,-0.58%
"Sep 04, 2020 0:00",1.32669,1.33189,1.31757,1.32763,9.4,0.0007
"Sep 03, 2020 0:00",1.33505,1.33587,1.32423,1.32808,-69.7,-0.52%
"Sep 02, 2020 0:00",1.33834,1.34022,1.3283,1.33507,-32.7,-0.24%
"Sep 01, 2020 0:00",1.3369,1.34822,1.33512,1.33834,14.4,0.0011
"Aug 31, 2020 0:00",1.33348,1.33955,1.33012,1.33658,31,0.0023
"Aug 28, 2020 0:00",1.31987,1.33562,1.31796,1.33514,152.7,0.0114
"Aug 27, 2020 0:00",1.32044,1.32842,1.31607,1.31985,-5.9,-0.04%
"Aug 26, 2020 0:00",1.31507,1.32188,1.31169,1.32106,59.9,0.0045
"Aug 25, 2020 0:00",1.3063,1.31705,1.30537,1.31507,87.7,0.0067
"Aug 24, 2020 0:00",1.30796,1.31489,1.30535,1.30628,-16.8,-0.13%
"Aug 21, 2020 0:00",1.3214,1.32548,1.30586,1.309,-124,-0.95%
"Aug 20, 2020 0:00",1.30928,1.32247,1.30645,1.32136,120.8,0.0091
"Aug 19, 2020 0:00",1.32388,1.32675,1.30942,1.30995,-139.3,-1.06%
"Aug 18, 2020 0:00",1.30798,1.32499,1.30775,1.32386,158.8,0.012
"Aug 17, 2020 0:00",1.30832,1.31214,1.30737,1.31042,21,0.0016
"Aug 14, 2020 0:00",1.30414,1.3143,1.30339,1.30911,49.7,0.0038
"Aug 13, 2020 0:00",1.30307,1.31246,1.30222,1.30669,36.2,0.0028
"Aug 12, 2020 0:00",1.30473,1.30679,1.30056,1.30319,-15.4,-0.12%
"Aug 11, 2020 0:00",1.3061,1.31322,1.30421,1.30476,-13.4,-0.10%
"Aug 10, 2020 0:00",1.30315,1.31033,1.30188,1.30731,41.6,0.0032
"Aug 07, 2020 0:00",1.31406,1.31492,1.30094,1.30534,-87.2,-0.67%
"Aug 06, 2020 0:00",1.31135,1.31857,1.31113,1.31418,28.3,0.0022
"Aug 05, 2020 0:00",1.3059,1.31616,1.30492,1.31135,54.5,0.0042
"Aug 04, 2020 0:00",1.30744,1.31078,1.29814,1.30709,-3.5,-0.03%
"Aug 03, 2020 0:00",1.30698,1.31127,1.30047,1.3076,6.2,0.0005
"Jul 31, 2020 0:00",1.30884,1.31698,1.30692,1.30823,-6.1,-0.05%
"Jul 30, 2020 0:00",1.29961,1.31027,1.29443,1.30944,98.3,0.0075
"Jul 29, 2020 0:00",1.29246,1.30134,1.29119,1.29954,70.8,0.0054
"Jul 28, 2020 0:00",1.28808,1.29527,1.28382,1.29318,51,0.0039
"Jul 27, 2020 0:00",1.27813,1.29028,1.27773,1.28796,98.3,0.0076
"Jul 24, 2020 0:00",1.27407,1.28037,1.27177,1.2796,55.3,0.0043
"Jul 23, 2020 0:00",1.27329,1.276,1.26734,1.27406,7.7,0.0006
"Jul 22, 2020 0:00",1.27309,1.27434,1.26441,1.27349,4,0.0003
"Jul 21, 2020 0:00",1.26606,1.27675,1.26477,1.27329,72.3,0.0057
"Jul 20, 2020 0:00",1.25455,1.26654,1.2518,1.26612,115.7,0.0091
"Jul 17, 2020 0:00",1.25527,1.25745,1.25117,1.25676,14.9,0.0012
"Jul 16, 2020 0:00",1.25731,1.26246,1.25199,1.25542,-18.9,-0.15%
"Jul 15, 2020 0:00",1.25528,1.26495,1.25362,1.25884,35.6,0.0028
"Jul 14, 2020 0:00",1.25527,1.25634,1.24803,1.25544,1.7,0.0001
"Jul 13, 2020 0:00",1.26159,1.26661,1.255,1.25532,-62.7,-0.50%
"Jul 10, 2020 0:00",1.26061,1.26639,1.25666,1.26201,14,0.0011
"Jul 09, 2020 0:00",1.26086,1.26691,1.25915,1.26061,-2.5,-0.02%
"Jul 08, 2020 0:00",1.25408,1.26233,1.25087,1.26101,69.3,0.0055
"Jul 07, 2020 0:00",1.24916,1.25924,1.24626,1.25433,51.7,0.0041
"Jul 06, 2020 0:00",1.24599,1.25204,1.24599,1.24922,32.3,0.0026
"Jul 03, 2020 0:00",1.24605,1.24863,1.24379,1.24817,21.2,0.0017
"Jul 02, 2020 0:00",1.24742,1.25299,1.24558,1.24677,-6.5,-0.05%
"Jul 01, 2020 0:00",1.24007,1.24904,1.23595,1.24745,73.8,0.0059
"Jun 30, 2020 0:00",1.22978,1.24019,1.22577,1.24006,102.8,0.0083
"Jun 29, 2020 0:00",1.23239,1.23896,1.22519,1.22976,-26.3,-0.21%
"Jun 26, 2020 0:00",1.24184,1.24371,1.23145,1.23367,-81.7,-0.66%
"Jun 25, 2020 0:00",1.24184,1.24644,1.23891,1.24188,0.4,0
"Jun 24, 2020 0:00",1.25193,1.25426,1.24144,1.24205,-98.8,-0.80%
"Jun 23, 2020 0:00",1.24684,1.25321,1.24322,1.25212,52.8,0.0042
"Jun 22, 2020 0:00",1.23408,1.2477,1.23345,1.247,129.2,0.0104
"Jun 19, 2020 0:00",1.24242,1.2456,1.23439,1.23491,-75.1,-0.61%
"Jun 18, 2020 0:00",1.25556,1.25671,1.24018,1.2421,-134.6,-1.08%
"Jun 17, 2020 0:00",1.25708,1.25884,1.25105,1.25546,-16.2,-0.13%
"Jun 16, 2020 0:00",1.26046,1.26876,1.25525,1.25731,-31.5,-0.25%
"Jun 15, 2020 0:00",1.24876,1.26065,1.24542,1.26061,118.5,0.0094
"Jun 12, 2020 0:00",1.26019,1.26533,1.24737,1.25488,-53.1,-0.42%
"Jun 11, 2020 0:00",1.27467,1.27544,1.25861,1.26016,-145.1,-1.15%
"Jun 10, 2020 0:00",1.27224,1.28129,1.27059,1.27455,23.1,0.0018
"Jun 09, 2020 0:00",1.27224,1.27555,1.26177,1.27273,4.9,0.0004
"Jun 08, 2020 0:00",1.26688,1.27361,1.26283,1.27239,55.1,0.0043
"Jun 05, 2020 0:00",1.2594,1.27311,1.25826,1.26673,73.3,0.0058
"Jun 04, 2020 0:00",1.25732,1.26331,1.25005,1.25957,22.5,0.0018
"Jun 03, 2020 0:00",1.25498,1.26153,1.25445,1.25751,25.3,0.002
"Jun 02, 2020 0:00",1.24855,1.2576,1.24784,1.25514,65.9,0.0053
"Jun 01, 2020 0:00",1.23194,1.25064,1.23194,1.24882,168.8,0.0135
"May 29, 2020 0:00",1.23131,1.2394,1.22904,1.23511,38,0.0031
"May 28, 2020 0:00",1.22594,1.23445,1.22335,1.23222,62.8,0.0051
"May 27, 2020 0:00",1.23316,1.23542,1.22045,1.22602,-71.4,-0.58%
"May 26, 2020 0:00",1.21802,1.23627,1.21773,1.23373,157.1,0.0127
"May 25, 2020 0:00",1.21549,1.22034,1.21549,1.21792,24.3,0.002
"May 22, 2020 0:00",1.22159,1.22337,1.21614,1.2167,-48.9,-0.40%
"May 21, 2020 0:00",1.22329,1.22492,1.21854,1.22223,-10.6,-0.09%
"May 20, 2020 0:00",1.22511,1.22873,1.22213,1.22371,-14,-0.11%
"May 19, 2020 0:00",1.21933,1.22962,1.21839,1.22481,54.8,0.0045
"May 18, 2020 0:00",1.20658,1.22271,1.20657,1.2195,129.2,0.0106
"May 15, 2020 0:00",1.2226,1.22391,1.21015,1.21021,-123.9,-1.02%
"May 14, 2020 0:00",1.22217,1.22417,1.21656,1.22312,9.5,0.0008
"May 13, 2020 0:00",1.22559,1.234,1.22102,1.22365,-19.4,-0.16%
"May 12, 2020 0:00",1.23314,1.23772,1.22551,1.22595,-71.9,-0.59%
"May 11, 2020 0:00",1.23899,1.24378,1.22832,1.23336,-56.3,-0.46%
"May 08, 2020 0:00",1.23464,1.24672,1.23447,1.24089,62.5,0.005
"May 07, 2020 0:00",1.2338,1.24182,1.2266,1.23614,23.4,0.0019
"May 06, 2020 0:00",1.24331,1.24502,1.23353,1.23417,-91.4,-0.74%
"May 05, 2020 0:00",1.24431,1.24835,1.24192,1.24338,-9.3,-0.07%
"May 04, 2020 0:00",1.24835,1.24864,1.24052,1.24416,-41.9,-0.34%
"May 01, 2020 0:00",1.25896,1.26003,1.24829,1.24933,-96.3,-0.77%
"Apr 30, 2020 0:00",1.24671,1.26433,1.24292,1.25928,125.7,0.01
"Apr 29, 2020 0:00",1.24209,1.2485,1.23889,1.24703,49.4,0.004
"Apr 28, 2020 0:00",1.2427,1.25184,1.24035,1.24232,-3.8,-0.03%
"Apr 27, 2020 0:00",1.23605,1.24545,1.23556,1.24308,70.3,0.0057
"Apr 24, 2020 0:00",1.234,1.23772,1.22981,1.23664,26.4,0.0021
"Apr 23, 2020 0:00",1.23323,1.24146,1.23076,1.23447,12.4,0.001
"Apr 22, 2020 0:00",1.22692,1.2386,1.22692,1.2334,64.8,0.0053
"Apr 21, 2020 0:00",1.24267,1.2444,1.22468,1.22934,-133.3,-1.08%
"Apr 20, 2020 0:00",1.24928,1.25004,1.24165,1.2433,-59.8,-0.48%
"Apr 17, 2020 0:00",1.24542,1.25225,1.2407,1.25066,52.4,0.0042
"Apr 16, 2020 0:00",1.24994,1.25273,1.24082,1.24569,-42.5,-0.34%
"Apr 15, 2020 0:00",1.26123,1.26306,1.24369,1.25224,-89.9,-0.72%
"Apr 14, 2020 0:00",1.25007,1.26476,1.24935,1.26256,124.9,0.0099
"Apr 13, 2020 0:00",1.24492,1.25369,1.24428,1.25045,55.3,0.0044
"Apr 10, 2020 0:00",1.24509,1.24862,1.24355,1.24391,-11.8,-0.09%
"Apr 09, 2020 0:00",1.23758,1.2484,1.23607,1.24648,89,0.0071
"Apr 08, 2020 0:00",1.23274,1.24199,1.22882,1.23823,54.9,0.0044
"Apr 07, 2020 0:00",1.22308,1.23841,1.21646,1.23383,107.5,0.0087
"Apr 06, 2020 0:00",1.22326,1.23271,1.22098,1.22326,0,0
"Apr 03, 2020 0:00",1.23956,1.24035,1.22058,1.22697,-125.9,-1.03%
"Apr 02, 2020 0:00",1.23733,1.24749,1.23485,1.23962,22.9,0.0018
"Apr 01, 2020 0:00",1.24135,1.24433,1.23299,1.23655,-48,-0.39%
"Mar 31, 2020 0:00",1.2403,1.24728,1.22437,1.24128,9.8,0.0008
"Mar 30, 2020 0:00",1.24238,1.24668,1.23174,1.24182,-5.6,-0.05%
"Mar 27, 2020 0:00",1.22016,1.24855,1.21307,1.24752,273.6,0.0219
"Mar 26, 2020 0:00",1.18593,1.22294,1.17754,1.22005,341.2,0.028
"Mar 25, 2020 0:00",1.17529,1.19728,1.16381,1.18826,129.7,0.0109
"Mar 24, 2020 0:00",1.15342,1.1799,1.14762,1.17558,221.6,0.0189
"Mar 23, 2020 0:00",1.16601,1.17135,1.14462,1.15429,-117.2,-1.02%
"Mar 20, 2020 0:00",1.14847,1.19336,1.14097,1.15993,114.6,0.0099
"Mar 19, 2020 0:00",1.1582,1.17929,1.14652,1.14797,-102.3,-0.89%
"Mar 18, 2020 0:00",1.20523,1.21297,1.14492,1.16279,-424.4,-3.65%
"Mar 17, 2020 0:00",1.227,1.22728,1.20019,1.20526,-217.4,-1.80%
"Mar 16, 2020 0:00",1.22635,1.24216,1.22018,1.22734,9.9,0.0008
"Mar 13, 2020 0:00",1.25649,1.2624,1.22698,1.2291,-273.9,-2.23%
"Mar 12, 2020 0:00",1.28169,1.28484,1.24901,1.25616,-255.3,-2.03%
"Mar 11, 2020 0:00",1.29086,1.29763,1.28037,1.28185,-90.1,-0.70%
"Mar 10, 2020 0:00",1.31259,1.3128,1.28817,1.29135,-212.4,-1.64%
"Mar 09, 2020 0:00",1.30753,1.32007,1.30346,1.31137,38.4,0.0029
"Mar 06, 2020 0:00",1.29427,1.30522,1.29408,1.30452,102.5,0.0079
"Mar 05, 2020 0:00",1.28705,1.29684,1.28606,1.2952,81.5,0.0063
"Mar 04, 2020 0:00",1.28109,1.28724,1.27698,1.28722,61.3,0.0048
"Mar 03, 2020 0:00",1.2752,1.28443,1.27403,1.28142,62.2,0.0049
"Mar 02, 2020 0:00",1.27656,1.28507,1.27396,1.27531,-12.5,-0.10%
"Feb 28, 2020 0:00",1.28834,1.29193,1.27254,1.28215,-61.9,-0.48%
"Feb 27, 2020 0:00",1.28954,1.29463,1.28599,1.28847,-10.7,-0.08%
"Feb 26, 2020 0:00",1.30051,1.30081,1.28961,1.28986,-106.5,-0.83%
"Feb 25, 2020 0:00",1.29217,1.30177,1.29139,1.30028,81.1,0.0062
"Feb 24, 2020 0:00",1.29448,1.29548,1.28868,1.29312,-13.6,-0.11%
"Feb 21, 2020 0:00",1.28812,1.29805,1.28754,1.2957,75.8,0.0059
"Feb 20, 2020 0:00",1.29161,1.29285,1.28494,1.28814,-34.7,-0.27%
"Feb 19, 2020 0:00",1.29965,1.30235,1.29076,1.29217,-74.8,-0.58%
"Feb 18, 2020 0:00",1.30025,1.30488,1.29706,1.29966,-5.9,-0.05%
"Feb 17, 2020 0:00",1.30275,1.30538,1.29979,1.30026,-24.9,-0.19%
"Feb 14, 2020 0:00",1.30413,1.30631,1.30007,1.30475,6.2,0.0005
"Feb 13, 2020 0:00",1.29587,1.30694,1.29442,1.30404,81.7,0.0063
"Feb 12, 2020 0:00",1.29502,1.29912,1.29483,1.29564,6.2,0.0005
"Feb 11, 2020 0:00",1.29151,1.29681,1.28946,1.29534,38.3,0.003
"Feb 10, 2020 0:00",1.2883,1.29461,1.28721,1.29138,30.8,0.0024
"Feb 07, 2020 0:00",1.29269,1.29591,1.28815,1.28824,-44.5,-0.35%
"Feb 06, 2020 0:00",1.29977,1.30016,1.29216,1.29278,-69.9,-0.54%
"Feb 05, 2020 0:00",1.30291,1.30699,1.29562,1.30003,-28.8,-0.22%
"Feb 04, 2020 0:00",1.29929,1.30468,1.29413,1.30313,38.4,0.0029
"Feb 03, 2020 0:00",1.31754,1.31839,1.29827,1.29985,-176.9,-1.36%
"Jan 31, 2020 0:00",1.30932,1.32095,1.3081,1.32085,115.3,0.0087
"Jan 30, 2020 0:00",1.30169,1.31098,1.29775,1.30911,74.2,0.0057
"Jan 29, 2020 0:00",1.30271,1.30286,1.29894,1.30191,-8,-0.06%
"Jan 28, 2020 0:00",1.30515,1.30651,1.2975,1.30273,-24.2,-0.19%
"Jan 27, 2020 0:00",1.30779,1.31053,1.30403,1.30575,-20.4,-0.16%
"Jan 24, 2020 0:00",1.31228,1.31739,1.30564,1.30712,-51.6,-0.39%
"Jan 23, 2020 0:00",1.31378,1.3151,1.30971,1.31257,-12.1,-0.09%
"Jan 22, 2020 0:00",1.30491,1.3153,1.30347,1.31401,91,0.0069
"Jan 21, 2020 0:00",1.30084,1.30833,1.29955,1.30469,38.5,0.003
"Jan 20, 2020 0:00",1.29902,1.30141,1.29621,1.30095,19.3,0.0015
"Jan 17, 2020 0:00",1.3079,1.31187,1.30077,1.30099,-69.1,-0.53%
"Jan 16, 2020 0:00",1.30373,1.30827,1.30249,1.30768,39.5,0.003
"Jan 15, 2020 0:00",1.30179,1.30422,1.29848,1.30381,20.2,0.0015
"Jan 14, 2020 0:00",1.29878,1.30328,1.29539,1.30188,31,0.0024
"Jan 13, 2020 0:00",1.30344,1.30452,1.29609,1.29878,-46.6,-0.36%
"Jan 10, 2020 0:00",1.30657,1.3097,1.30424,1.30635,-2.2,-0.02%
"Jan 09, 2020 0:00",1.30922,1.31236,1.3013,1.30672,-25,-0.19%
"Jan 08, 2020 0:00",1.31187,1.31699,1.30803,1.3096,-22.7,-0.17%
"Jan 07, 2020 0:00",1.31664,1.32122,1.30951,1.31203,-46.1,-0.35%
"Jan 06, 2020 0:00",1.30798,1.31747,1.3064,1.31678,88,0.0067
"Jan 03, 2020 0:00",1.31331,1.31602,1.30534,1.30748,-58.3,-0.45%
"Jan 02, 2020 0:00",1.32464,1.32663,1.31154,1.31354,-111,-0.85%
"Dec 31, 2019 0:00",1.31129,1.3284,1.31044,1.32588,145.9,0.011
"Dec 30, 2019 0:00",1.30869,1.31504,1.30628,1.3109,22.1,0.0017
"Dec 27, 2019 0:00",1.29907,1.31171,1.29682,1.30853,94.6,0.0072
"Dec 26, 2019 0:00",1.29523,1.30159,1.29523,1.29961,43.8,0.0034
"Dec 24, 2019 0:00",1.2934,1.29708,1.29142,1.29408,6.8,0.0005
"Dec 23, 2019 0:00",1.29988,1.30322,1.29051,1.29365,-62.3,-0.48%
"Dec 20, 2019 0:00",1.30086,1.30795,1.29785,1.30014,-7.2,-0.06%
"Dec 19, 2019 0:00",1.30772,1.31331,1.29896,1.30053,-71.9,-0.55%
"Dec 18, 2019 0:00",1.313,1.31343,1.306,1.30783,-51.7,-0.40%
"Dec 17, 2019 0:00",1.33243,1.33349,1.30995,1.31288,-195.5,-1.49%
"Dec 16, 2019 0:00",1.33344,1.34221,1.33208,1.33337,-0.7,-0.01%
"Dec 13, 2019 0:00",1.32071,1.35142,1.32071,1.33344,127.3,0.0095
"Dec 12, 2019 0:00",1.31954,1.32293,1.30501,1.31743,-21.1,-0.16%
"Dec 11, 2019 0:00",1.3153,1.32134,1.31073,1.31953,42.3,0.0032
"Dec 10, 2019 0:00",1.31354,1.32152,1.31327,1.31566,21.2,0.0016
"Dec 09, 2019 0:00",1.31337,1.31807,1.31317,1.31425,8.8,0.0007
"Dec 06, 2019 0:00",1.31559,1.31653,1.31007,1.31352,-20.7,-0.16%
"Dec 05, 2019 0:00",1.31033,1.31664,1.31018,1.31588,55.5,0.0042
"Dec 04, 2019 0:00",1.2991,1.31205,1.29824,1.31033,112.3,0.0086
"Dec 03, 2019 0:00",1.29398,1.30122,1.29263,1.29926,52.8,0.0041
"Dec 02, 2019 0:00",1.29089,1.29489,1.28958,1.29409,32,0.0025
"Nov 29, 2019 0:00",1.291,1.29421,1.28789,1.29379,27.9,0.0022
"Nov 28, 2019 0:00",1.29202,1.2951,1.28994,1.29095,-10.7,-0.08%
"Nov 27, 2019 0:00",1.28649,1.29167,1.28269,1.29109,46,0.0036
"Nov 26, 2019 0:00",1.2898,1.29033,1.28345,1.28633,-34.7,-0.27%
"Nov 25, 2019 0:00",1.28505,1.29119,1.28409,1.28985,48,0.0037
"Nov 22, 2019 0:00",1.29037,1.29289,1.28232,1.28318,-71.9,-0.56%
"Nov 21, 2019 0:00",1.29226,1.297,1.28927,1.29064,-16.2,-0.13%
"Nov 20, 2019 0:00",1.29254,1.29305,1.28872,1.29227,-2.7,-0.02%
"Nov 19, 2019 0:00",1.29525,1.29696,1.291,1.29262,-26.3,-0.20%
"Nov 18, 2019 0:00",1.29209,1.29847,1.29087,1.29525,31.6,0.0024
"Nov 15, 2019 0:00",1.28808,1.29188,1.28669,1.29011,20.3,0.0016
"Nov 14, 2019 0:00",1.2849,1.28884,1.28249,1.28817,32.7,0.0025
"Nov 13, 2019 0:00",1.28449,1.28621,1.28216,1.28509,6,0.0005
"Nov 12, 2019 0:00",1.28519,1.28736,1.28151,1.28441,-7.8,-0.06%
"Nov 11, 2019 0:00",1.27904,1.28977,1.27836,1.2852,61.6,0.0048
"Nov 08, 2019 0:00",1.28104,1.28225,1.27683,1.27797,-30.7,-0.24%
"Nov 07, 2019 0:00",1.28504,1.28781,1.27944,1.28146,-35.8,-0.28%
"Nov 06, 2019 0:00",1.28838,1.2897,1.2844,1.28559,-27.9,-0.22%
"Nov 05, 2019 0:00",1.28824,1.29172,1.28588,1.28827,0.3,0
"Nov 04, 2019 0:00",1.29281,1.29428,1.28765,1.28821,-46,-0.36%
"Nov 01, 2019 0:00",1.29395,1.29723,1.29234,1.29403,0.8,0.0001
"Oct 31, 2019 0:00",1.28965,1.29755,1.28933,1.29413,44.8,0.0035
"Oct 30, 2019 0:00",1.28693,1.29076,1.28455,1.28992,29.9,0.0023
"Oct 29, 2019 0:00",1.28572,1.29048,1.28066,1.28659,8.7,0.0007
"Oct 28, 2019 0:00",1.28105,1.28761,1.28104,1.28562,45.7,0.0036
"Oct 25, 2019 0:00",1.28503,1.28628,1.2804,1.28307,-19.6,-0.15%
"Oct 24, 2019 0:00",1.29143,1.29499,1.27884,1.28509,-63.4,-0.49%
"Oct 23, 2019 0:00",1.28694,1.2922,1.28414,1.29133,43.9,0.0034
"Oct 22, 2019 0:00",1.29588,1.30009,1.28624,1.28724,-86.4,-0.67%
"Oct 21, 2019 0:00",1.29471,1.30123,1.28745,1.29589,11.8,0.0009
"Oct 18, 2019 0:00",1.28911,1.29642,1.28394,1.29505,59.4,0.0046
"Oct 17, 2019 0:00",1.28247,1.29895,1.27492,1.28904,65.7,0.0051
"Oct 16, 2019 0:00",1.27798,1.28757,1.26566,1.28276,47.8,0.0037
"Oct 15, 2019 0:00",1.26078,1.28,1.26005,1.27838,176,0.0138
"Oct 14, 2019 0:00",1.26228,1.26498,1.25159,1.2602,-20.8,-0.17%
"Oct 11, 2019 0:00",1.24302,1.2707,1.24091,1.26475,217.3,0.0172
"Oct 10, 2019 0:00",1.22043,1.24693,1.22022,1.24413,237,0.019
"Oct 09, 2019 0:00",1.22183,1.22916,1.21982,1.22034,-14.9,-0.12%
"Oct 08, 2019 0:00",1.22898,1.23028,1.21954,1.22197,-70.1,-0.57%
"Oct 07, 2019 0:00",1.23066,1.23364,1.22868,1.22889,-17.7,-0.14%
"Oct 04, 2019 0:00",1.23258,1.2357,1.22763,1.23332,7.4,0.0006
"Oct 03, 2019 0:00",1.22995,1.24131,1.22656,1.23283,28.8,0.0023
"Oct 02, 2019 0:00",1.22992,1.23244,1.22268,1.22983,-0.9,-0.01%
"Oct 01, 2019 0:00",1.22898,1.23396,1.22046,1.23036,13.8,0.0011
"Sep 30, 2019 0:00",1.22849,1.23462,1.22753,1.22963,11.4,0.0009
"Sep 27, 2019 0:00",1.23226,1.23364,1.22711,1.22889,-33.7,-0.27%
"Sep 26, 2019 0:00",1.23449,1.238,1.23027,1.23223,-22.6,-0.18%
"Sep 25, 2019 0:00",1.24891,1.24976,1.23477,1.23495,-139.6,-1.13%
"Sep 24, 2019 0:00",1.24326,1.25033,1.24141,1.2494,61.4,0.0049
"Sep 23, 2019 0:00",1.24607,1.24905,1.24126,1.24335,-27.2,-0.22%
"Sep 20, 2019 0:00",1.25215,1.25823,1.24593,1.24692,-52.3,-0.42%
"Sep 19, 2019 0:00",1.24713,1.25604,1.24383,1.25235,52.2,0.0042
"Sep 18, 2019 0:00",1.24992,1.25119,1.2439,1.24694,-29.8,-0.24%
"Sep 17, 2019 0:00",1.24248,1.25273,1.23926,1.24996,74.8,0.006
